index,Term,LoanStatus,BorrowerRate,ProsperRating (Alpha),ListingCategory (numeric),EmploymentStatus,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,Recommendations,Investors
11393,12,Completed,0.2343,E,Debt Consolidation,Employed,0.0,10166.666667,0.0,4000,2012-06-25,0,80
11404,36,Completed,0.114,A,Debt Consolidation,Employed,0.0,2500.0,0.0,6000,2011-06-21,0,117
11405,36,Completed,0.1254,A,Debt Consolidation,Employed,1.0,5000.0,0.0,4000,2011-12-07,0,67
11414,12,Completed,0.2669,E,Home Improvement,Employed,0.0,8000.0,0.0,2000,2011-08-19,0,2
11422,60,Defaulted,0.1364,A,Business,Employed,0.0,5833.333333,1.0,6500,2012-08-22,0,11
11429,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,7500.0,0.0,7500,2011-10-03,0,3
11431,36,Completed,0.102,A,Debt Consolidation,Full-time,2.0,5000.0,0.0,9500,2010-04-26,0,349
11432,36,Completed,0.2449,D,Auto,Full-time,18.0,5416.666667,0.0,3500,2012-10-09,0,36
11433,12,Completed,0.2669,E,Business,Employed,0.0,11250.0,0.0,7500,2011-08-04,0,142
11434,12,Completed,0.1672,D,Other,Employed,0.0,2833.333333,2.0,2000,2012-07-23,0,24
11436,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,2916.666667,0.0,4000,2012-04-26,0,73
11442,36,Defaulted,0.2645,D,Home Improvement,Full-time,0.0,3233.333333,0.0,3000,2009-11-30,0,102
11447,36,Defaulted,0.3199,HR,Other,Employed,0.0,2440.0,0.0,3500,2011-04-28,0,32
11454,36,Completed,0.3177,HR,Home Improvement,Employed,0.0,6958.333333,0.0,4000,2012-06-01,0,33
11456,36,Defaulted,0.3199,E,Debt Consolidation,Employed,0.0,2250.0,0.0,7500,2011-04-05,0,43
11461,36,Completed,0.236,C,Business,Full-time,0.0,11250.0,0.0,24000,2009-10-29,0,833
11470,36,Completed,0.199,C,Other,Full-time,4.0,7500.0,1.0,2000,2010-04-08,0,61
11472,60,Completed,0.287,D,Debt Consolidation,Self-employed,0.0,4166.666667,0.0,7500,2012-03-02,0,1
11473,36,Completed,0.322,E,Other,Not employed,0.0,0.0,0.0,6000,2011-01-05,0,117
11475,36,Completed,0.0955,A,Debt Consolidation,Employed,0.0,4583.333333,0.0,6900,2011-02-23,0,135
11478,36,Completed,0.275,D,Debt Consolidation,Full-time,0.0,12083.333333,0.0,2500,2010-09-29,0,52
11479,12,Completed,0.1863,D,Other,Employed,0.0,1666.666667,0.0,3000,2013-01-29,0,66
11484,36,Defaulted,0.3435,E,Debt Consolidation,Employed,28.0,5625.0,0.0,2500,2010-08-27,0,57
11490,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,2916.666667,0.0,2000,2012-05-21,0,36
11505,36,Completed,0.0839,AA,Debt Consolidation,Employed,0.0,6000.0,0.0,13100,2012-09-27,0,220
11511,36,Defaulted,0.271,E,Debt Consolidation,Employed,0.0,3163.833333,2.0,10000,2012-07-30,0,24
11514,36,Completed,0.2725,D,Debt Consolidation,Full-time,0.0,3106.333333,0.0,7000,2010-06-17,0,204
11518,36,Completed,0.3177,HR,Business,Employed,0.0,15000.0,0.0,4000,2012-01-25,0,1
11524,36,Completed,0.1799,B,Home Improvement,Employed,0.0,11666.666667,0.0,15000,2011-10-13,0,261
11529,36,Completed,0.1449,B,Other,Employed,0.0,1833.333333,0.0,2000,2012-01-31,0,52
11532,36,Completed,0.2699,D,Debt Consolidation,Employed,0.0,5416.666667,0.0,4500,2011-07-11,0,46
11538,36,Defaulted,0.29,D,Home Improvement,Full-time,0.0,4166.666667,0.0,2000,2009-10-20,0,58
11541,36,Completed,0.0655,AA,Business,Employed,0.0,5000.0,0.0,7500,2011-01-26,0,159
11542,36,Completed,0.092,A,Auto,Full-time,0.0,2500.0,0.0,3000,2010-07-22,0,79
11548,36,Completed,0.3435,E,Other,Employed,0.0,8859.0,0.0,4000,2010-08-25,0,92
11549,36,Completed,0.3445,HR,Other,Full-time,32.0,8500.0,2.0,1500,2010-10-06,0,35
11551,36,Completed,0.092,A,Debt Consolidation,Full-time,0.0,8333.333333,1.0,5000,2010-04-27,0,139
11552,36,Defaulted,0.3149,E,Debt Consolidation,Employed,0.0,2333.333333,0.0,5836,2011-11-25,0,80
11557,36,Completed,0.092,A,Debt Consolidation,Full-time,0.0,6000.0,0.0,7000,2010-02-24,0,216
11564,36,Completed,0.2699,D,Home Improvement,Employed,0.0,4750.0,0.0,4000,2011-02-14,0,82
11567,36,Completed,0.102,A,Debt Consolidation,Full-time,0.0,7743.5,0.0,10000,2010-03-16,0,303
11572,36,Completed,0.0604,AA,Debt Consolidation,Employed,0.0,17583.333333,0.0,7000,2013-05-21,0,112
11573,36,Completed,0.114,A,Other,Employed,0.0,833.333333,0.0,2000,2011-06-02,0,52
11574,36,Completed,0.1999,C,Debt Consolidation,Employed,0.0,7833.333333,0.0,7500,2011-02-18,0,157
11584,36,Completed,0.0999,A,Debt Consolidation,Employed,1.0,9000.0,0.0,25000,2012-03-27,0,18
11588,36,Completed,0.35,E,Business,Self-employed,15.0,2750.0,2.0,1000,2009-10-23,0,21
11597,36,Defaulted,0.3108,E,Other,Employed,22.0,2666.666667,0.0,2000,2011-12-07,0,18
11602,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,2916.666667,0.0,7500,2011-04-05,0,108
11603,36,Defaulted,0.2599,D,Debt Consolidation,Employed,3.0,3333.333333,0.0,5000,2011-04-25,0,57
11616,36,Completed,0.1515,B,Other,Employed,0.0,4583.333333,0.0,2800,2010-10-07,0,42
11621,36,Defaulted,0.3199,E,Business,Self-employed,0.0,3000.0,0.0,2000,2011-08-31,0,40
11622,36,Defaulted,0.2958,E,Debt Consolidation,Employed,55.0,7583.333333,0.0,4000,2012-06-19,0,1
11623,60,Completed,0.2672,D,Debt Consolidation,Employed,0.0,5666.666667,0.0,15000,2013-06-21,0,1
11624,36,Completed,0.2575,D,Debt Consolidation,Full-time,11.0,2833.333333,1.0,3750,2010-11-03,0,81
11629,36,Completed,0.0924,A,Debt Consolidation,Full-time,0.0,4233.333333,1.0,5000,2010-12-17,0,66
11630,36,Completed,0.2635,D,Other,Full-time,0.0,1500.0,0.0,1000,2009-09-29,0,40
11631,36,Defaulted,0.2148,C,Other,Employed,0.0,10083.333333,0.0,15000,2012-06-22,0,35
11632,12,Completed,0.0929,A,Debt Consolidation,Employed,0.0,7250.0,2.0,2854,2011-10-25,0,22
11638,36,Completed,0.0845,AA,Other,Full-time,0.0,9166.666667,0.0,10000,2010-01-07,0,358
11640,60,Defaulted,0.2699,D,Debt Consolidation,Full-time,0.0,2000.0,1.0,12500,2011-07-25,0,184
11642,36,Completed,0.1999,C,Other,Employed,1.0,7083.333333,0.0,2000,2011-02-16,0,33
11643,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,6250.0,0.0,4000,2012-03-29,0,33
11650,36,Completed,0.2346,D,Other,Employed,0.0,3750.0,0.0,4000,2013-07-03,0,75
11658,36,Completed,0.35,HR,Other,Employed,56.0,3333.333333,0.0,1000,2010-09-27,0,45
11664,36,Completed,0.2625,D,Debt Consolidation,Full-time,0.0,2854.833333,0.0,3700,2010-03-31,0,118
11669,36,Completed,0.092,A,Other,Full-time,2.0,5416.666667,2.0,6700,2010-04-30,0,254
11678,36,Completed,0.2272,D,Business,Other,0.0,6666.666667,0.0,4000,2013-05-08,0,7
11680,36,Completed,0.295,D,Debt Consolidation,Employed,0.0,3008.333333,0.0,5200,2010-12-20,0,99
11684,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,6675.0,2.0,7500,2011-02-10,0,100
11687,36,Defaulted,0.1449,B,Business,Other,3.0,4583.333333,0.0,2500,2012-04-12,0,24
11697,36,Completed,0.0498,A,Debt Consolidation,Full-time,0.0,2500.0,0.0,1350,2010-06-17,0,40
11701,36,Completed,0.3199,E,Debt Consolidation,Employed,4.0,7833.333333,0.0,5000,2011-06-21,0,80
11703,36,Completed,0.2625,D,Other,Full-time,0.0,3279.25,0.0,4000,2010-05-28,0,143
11706,36,Completed,0.2129,D,Debt Consolidation,Full-time,4.0,1666.666667,1.0,1000,2009-09-02,0,47
11719,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,16666.666667,0.0,4000,2012-02-21,0,10
11723,36,Completed,0.2999,E,Other,Employed,0.0,7916.666667,1.0,2000,2012-04-06,0,44
11746,36,Completed,0.3199,HR,Business,Self-employed,11.0,4000.0,0.0,4000,2011-09-20,0,14
11748,36,Defaulted,0.1902,C,Debt Consolidation,Employed,0.0,2416.666667,1.0,10000,2012-07-23,0,20
11750,36,Completed,0.2599,D,Other,Employed,0.0,3333.333333,0.0,2000,2011-03-15,0,48
11751,36,Defaulted,0.2099,C,Business,Employed,0.0,4450.0,0.0,8500,2012-07-13,0,15
11753,36,Completed,0.2599,D,Auto,Employed,0.0,9083.333333,0.0,9200,2011-10-27,0,142
11767,36,Completed,0.3177,HR,Debt Consolidation,Employed,10.0,2583.333333,0.0,4000,2012-05-29,0,27
11784,36,Completed,0.3177,HR,Auto,Employed,0.0,3250.0,2.0,3000,2012-01-23,0,29
11787,36,Completed,0.3177,HR,Debt Consolidation,Other,14.0,2823.0,0.0,3150,2012-12-07,0,31
11790,36,Defaulted,0.3199,E,Debt Consolidation,Employed,0.0,5416.666667,0.0,7500,2011-08-31,0,6
11791,36,Completed,0.3199,E,Debt Consolidation,Employed,0.0,4420.0,0.0,4500,2011-07-20,0,8
11799,60,Completed,0.1644,A,Business,Employed,0.0,3333.333333,0.0,8000,2012-01-05,0,165
11808,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,0.0,3166.666667,0.0,3258,2012-11-13,0,63
11810,36,Completed,0.1902,C,Other,Employed,5.0,1800.0,2.0,2000,2012-06-08,0,9
11811,36,Completed,0.35,E,Debt Consolidation,Full-time,0.0,2250.0,2.0,1000,2009-08-31,0,14
11813,60,Completed,0.2199,C,Debt Consolidation,Employed,17.0,3000.0,1.0,15000,2011-08-30,0,291
11816,36,Completed,0.0986,A,Debt Consolidation,Full-time,2.0,6250.0,1.0,3500,2009-09-24,0,208
11826,36,Completed,0.1799,B,Debt Consolidation,Employed,2.0,1833.333333,0.0,3800,2011-08-26,0,52
11827,60,Completed,0.2398,C,Other,Not employed,0.0,0.0,0.0,4437,2012-12-13,0,91
11830,36,Completed,0.092,A,Other,Full-time,0.0,5000.0,0.0,3000,2010-04-09,0,101
11832,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,10.0,5833.333333,1.0,4000,2012-07-31,0,47
11834,36,Completed,0.0994,AA,Business,Full-time,0.0,5666.666667,0.0,10000,2009-10-19,0,434
11839,36,Completed,0.1129,A,Debt Consolidation,Full-time,31.0,9850.0,3.0,10000,2011-09-30,0,85
11843,36,Completed,0.2859,E,Other,Employed,4.0,9300.0,0.0,4000,2013-06-28,0,31
11845,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,0.0,2833.333333,0.0,4000,2012-02-28,0,4
11850,60,Defaulted,0.3049,D,Debt Consolidation,Employed,7.0,2933.0,0.0,10000,2011-08-31,0,131
11852,12,Completed,0.1528,C,Debt Consolidation,Employed,0.0,1500.0,0.0,5000,2012-09-07,0,73
11855,36,Completed,0.2365,C,Debt Consolidation,Other,0.0,1250.0,0.0,7600,2010-10-14,0,230
11856,36,Completed,0.2599,D,Debt Consolidation,Not employed,0.0,0.0,0.0,8000,2011-10-31,0,35
11857,36,Defaulted,0.179,C,Other,Not employed,0.0,0.0,0.0,1000,2010-02-12,0,39
11858,36,Completed,0.3177,HR,Other,Employed,7.0,9540.0,0.0,2000,2012-06-26,0,31
11867,60,Defaulted,0.2997,D,Debt Consolidation,Employed,0.0,4166.666667,0.0,10000,2012-01-13,0,11
11894,36,Completed,0.3177,HR,Other,Employed,0.0,2500.0,0.0,2000,2012-09-28,0,11
11903,36,Defaulted,0.072,AA,Debt Consolidation,Full-time,0.0,3333.333333,0.0,4000,2009-12-14,0,211
11907,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,2027.166667,1.0,4000,2012-09-19,0,42
11908,12,Completed,0.2384,E,Debt Consolidation,Employed,0.0,4333.333333,2.0,4000,2012-06-21,0,43
11912,36,Defaulted,0.2699,D,Debt Consolidation,Employed,0.0,5000.0,0.0,6040,2011-09-30,0,130
11918,36,Completed,0.127,A,Business,Employed,3.0,10000.0,0.0,15000,2012-05-22,0,275
11942,36,Defaulted,0.092,A,Home Improvement,Full-time,0.0,5000.0,1.0,2500,2010-02-26,0,57
11948,36,Defaulted,0.3177,HR,Business,Self-employed,0.0,6250.0,0.0,4000,2011-12-07,0,53
11951,36,Completed,0.1089,A,Home Improvement,Employed,0.0,12916.666667,1.0,13000,2012-08-28,0,60
11953,36,Completed,0.127,A,Home Improvement,Full-time,0.0,6666.666667,0.0,10000,2012-05-15,0,110
11968,36,Defaulted,0.3199,E,Other,Not employed,0.0,0.0,0.0,5000,2011-08-30,0,40
11978,36,Defaulted,0.2121,C,Debt Consolidation,Employed,0.0,10833.333333,2.0,3500,2012-01-10,0,69
11984,36,Completed,0.3134,HR,Other,Employed,0.0,6750.0,0.0,4000,2013-09-12,0,36
11985,36,Completed,0.1099,A,Debt Consolidation,Employed,0.0,7083.333333,0.0,14000,2013-10-01,0,1
11997,36,Completed,0.2639,E,Other,Employed,0.0,4791.666667,0.0,2000,2013-01-29,0,38
12002,60,Defaulted,0.2498,C,Debt Consolidation,Other,0.0,5833.333333,0.0,3000,2012-10-03,0,33
12005,60,Completed,0.222,C,Other,Employed,0.0,6583.333333,1.0,5000,2012-05-10,0,76
12008,60,Completed,0.1752,B,Debt Consolidation,Not employed,8.0,0.0,1.0,9000,2012-11-29,0,115
12017,36,Completed,0.105,AA,Business,Full-time,0.0,8833.333333,0.0,12000,2009-11-12,0,458
12022,36,Completed,0.1664,B,Business,Employed,21.0,5000.0,0.0,4000,2011-12-13,0,50
12029,60,Completed,0.1329,A,Other,Employed,0.0,18750.0,1.0,17000,2011-08-30,0,281
12030,36,Defaulted,0.3177,HR,Home Improvement,Employed,0.0,8333.333333,0.0,4000,2012-03-29,0,60
12034,36,Completed,0.1799,B,Other,Employed,20.0,4300.0,0.0,6000,2011-10-31,0,38
12035,36,Defaulted,0.322,E,Other,Employed,11.0,8708.333333,0.0,2500,2010-12-10,0,88
12038,36,Completed,0.092,A,Other,Full-time,0.0,2916.666667,0.0,1000,2010-05-05,0,54
12044,36,Completed,0.2345,D,Debt Consolidation,Retired,18.0,4000.0,3.0,2250,2010-11-12,0,99
12051,60,Defaulted,0.1599,B,Other,Employed,0.0,4416.666667,1.0,15000,2011-02-24,0,333
12052,36,Completed,0.0804,AA,Home Improvement,Employed,0.0,13333.333333,0.0,10000,2012-01-06,0,208
12054,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,5416.666667,0.0,4000,2012-07-11,0,93
12060,36,Completed,0.2108,C,Other,Full-time,2.0,6250.0,0.0,2000,2009-12-30,0,49
12061,36,Defaulted,0.3127,HR,Business,Self-employed,0.0,2083.333333,0.0,3000,2011-12-16,0,12
12065,36,Completed,0.103,A,Other,Full-time,0.0,3833.333333,0.0,4000,2009-09-30,0,146
12067,60,Defaulted,0.2705,D,Home Improvement,Employed,0.0,4900.0,1.0,15000,2012-03-30,0,23
12070,36,Completed,0.2511,D,Other,Employed,15.0,2500.0,0.0,6000,2011-12-14,0,2
12071,36,Completed,0.1621,B,Business,Full-time,0.0,4500.0,0.0,9500,2012-01-06,0,179
12073,12,Completed,0.0735,A,Other,Employed,0.0,6666.666667,0.0,12000,2012-10-29,0,175
12075,36,Defaulted,0.2999,E,Other,Employed,0.0,3833.333333,1.0,4000,2012-06-06,0,15
12077,36,Defaulted,0.3199,E,Home Improvement,Employed,1.0,4083.333333,0.0,4224,2011-06-06,0,65
12078,60,Defaulted,0.2997,D,Other,Self-employed,3.0,500.0,0.0,10000,2012-01-31,0,1
12080,36,Completed,0.1799,B,Debt Consolidation,Employed,0.0,3250.0,0.0,4000,2011-10-12,0,37
12083,60,Completed,0.2997,D,Home Improvement,Employed,0.0,5416.666667,0.0,8000,2012-01-30,0,150
12099,60,Completed,0.2319,C,Other,Employed,6.0,4166.666667,1.0,15000,2013-06-19,0,1
12104,36,Completed,0.35,HR,Debt Consolidation,Self-employed,0.0,6833.333333,1.0,2600,2010-11-30,1,38
12105,36,Completed,0.1414,B,Other,Employed,0.0,6333.333333,1.0,4000,2012-11-08,0,62
12112,36,Completed,0.3199,E,Business,Full-time,31.0,9583.333333,0.0,7500,2011-02-24,0,162
12121,36,Completed,0.2699,D,Other,Employed,0.0,2916.666667,0.0,10000,2011-09-29,0,60
12127,36,Completed,0.1449,B,Home Improvement,Employed,0.0,7708.333333,0.0,15000,2012-02-10,0,142
12132,60,Completed,0.3096,E,Other,Full-time,0.0,10000.0,0.0,3000,2013-05-22,0,1
12134,36,Defaulted,0.2287,D,Debt Consolidation,Full-time,17.0,2083.333333,1.0,3000,2012-04-16,0,6
12139,36,Completed,0.1449,B,Other,Employed,9.0,1965.0,0.0,2500,2012-03-06,0,48
12148,36,Completed,0.1768,B,Other,Employed,0.0,4833.333333,0.0,15000,2012-05-09,0,287
12150,12,Completed,0.0769,A,Home Improvement,Employed,0.0,10000.0,2.0,6500,2012-08-21,0,120
12151,36,Completed,0.0964,A,Debt Consolidation,Employed,0.0,1666.666667,2.0,3500,2012-07-11,0,9
12155,36,Completed,0.1905,C,Debt Consolidation,Employed,0.0,8333.333333,0.0,15000,2014-01-14,0,145
12159,36,Completed,0.092,A,Business,Full-time,0.0,8333.333333,3.0,5000,2010-07-15,2,186
12166,12,Completed,0.2343,E,Other,Employed,0.0,7500.0,0.0,2000,2012-05-11,0,16
12171,36,Completed,0.1949,C,Debt Consolidation,Employed,3.0,5083.333333,0.0,7000,2011-03-22,0,103
12173,36,Completed,0.1799,B,Other,Employed,15.0,5750.0,0.0,10000,2011-08-30,0,161
12174,36,Defaulted,0.2499,D,Other,Employed,7.0,5833.333333,0.0,10000,2012-06-08,0,3
12175,36,Completed,0.29,E,Debt Consolidation,Full-time,0.0,9416.666667,1.0,1900,2010-10-27,0,94
12188,60,Completed,0.2433,C,Debt Consolidation,Employed,6.0,4166.666667,0.0,20000,2012-09-25,0,4
12191,36,Completed,0.1095,A,Other,Employed,0.0,8750.0,0.0,4000,2011-01-19,0,74
12198,36,Defaulted,0.2566,D,Debt Consolidation,Employed,0.0,2333.333333,0.0,5000,2013-01-14,0,94
12204,36,Completed,0.1899,C,Debt Consolidation,Employed,0.0,2000.0,1.0,2000,2011-08-30,0,27
12207,36,Completed,0.092,A,Home Improvement,Full-time,0.0,10833.333333,0.0,3999,2010-04-02,0,112
12217,36,Completed,0.2452,D,Business,Employed,0.0,3333.333333,0.0,8000,2012-03-20,0,100
12223,36,Completed,0.115,A,Debt Consolidation,Full-time,0.0,6333.333333,1.0,5500,2009-10-27,0,189
12227,36,Completed,0.35,E,Other,Full-time,1.0,3750.0,1.0,2000,2009-12-09,0,34
12229,60,Defaulted,0.2899,D,Home Improvement,Employed,0.0,10000.0,0.0,10000,2011-04-28,0,39
12230,36,Completed,0.3099,E,Business,Full-time,5.0,8333.333333,3.0,5000,2011-06-23,0,84
12239,36,Defaulted,0.1449,B,Debt Consolidation,Employed,0.0,5922.25,0.0,10500,2012-03-30,0,135
12252,36,Completed,0.19,C,Other,Full-time,0.0,10239.166667,1.0,5000,2010-03-31,0,90
12254,36,Completed,0.2148,C,Debt Consolidation,Employed,0.0,4880.5,0.0,9500,2012-04-24,0,129
12255,36,Completed,0.2699,D,Other,Employed,29.0,3500.0,0.0,7000,2011-08-31,0,17
12256,60,Defaulted,0.2699,D,Debt Consolidation,Employed,0.0,4533.333333,1.0,11000,2011-05-25,0,91
12262,36,Completed,0.3177,HR,Other,Not employed,0.0,0.0,0.0,3000,2012-03-13,0,28
12263,36,Completed,0.2199,D,Debt Consolidation,Other,9.0,5000.0,1.0,15000,2012-09-28,0,257
12264,36,Completed,0.3177,HR,Other,Employed,3.0,7500.0,0.0,4000,2012-10-30,0,63
12277,36,Completed,0.35,HR,Debt Consolidation,Full-time,32.0,5234.25,0.0,1000,2010-08-31,0,25
12279,36,Completed,0.3199,E,Other,Employed,0.0,5500.0,0.0,2200,2011-08-02,0,26
12281,60,Defaulted,0.2005,B,Home Improvement,Employed,0.0,11333.333333,1.0,11500,2011-12-19,0,32
12283,36,Completed,0.2769,E,Debt Consolidation,Employed,0.0,11666.666667,0.0,4000,2013-10-25,0,3
12285,36,Completed,0.1535,B,Debt Consolidation,Other,0.0,2666.666667,0.0,10000,2014-01-22,0,1
12289,36,Completed,0.275,HR,Debt Consolidation,Full-time,1.0,2750.0,0.0,1000,2010-06-30,0,73
12293,36,Completed,0.1074,A,Debt Consolidation,Full-time,0.0,8333.333333,1.0,13000,2011-12-13,0,209
12294,36,Defaulted,0.3199,E,Business,Employed,0.0,2500.0,0.0,6000,2011-07-29,0,93
12295,36,Completed,0.3177,HR,Other,Employed,20.0,2916.666667,0.0,2500,2012-10-24,0,44
12296,60,Completed,0.2319,C,Debt Consolidation,Employed,0.0,3333.333333,0.0,10000,2013-08-02,0,15
12299,36,Completed,0.1069,A,Debt Consolidation,Full-time,0.0,5406.75,1.0,11500,2010-12-02,0,278
12300,36,Defaulted,0.2115,C,Debt Consolidation,Full-time,0.0,4779.583333,1.0,1500,2009-10-28,1,30
12301,36,Completed,0.2049,C,Other,Employed,0.0,1833.333333,0.0,2000,2012-04-13,0,27
12316,60,Completed,0.1099,A,Other,Employed,0.0,5833.333333,0.0,20000,2013-07-01,0,356
12324,36,Defaulted,0.2499,D,Other,Other,0.0,1916.666667,0.0,4000,2012-04-26,0,41
12330,36,Completed,0.0974,A,Other,Employed,0.0,9166.666667,1.0,15000,2013-05-01,0,236
12334,36,Completed,0.2005,C,Debt Consolidation,Full-time,0.0,5833.333333,0.0,5000,2010-01-28,0,223
12339,36,Completed,0.139,A,Other,Employed,0.0,2916.666667,0.0,4000,2011-07-27,0,77
12342,36,Completed,0.2699,D,Home Improvement,Not employed,8.0,0.0,0.0,7800,2011-10-18,0,132
12343,36,Completed,0.2625,D,Other,Retired,0.0,1911.0,0.0,3500,2010-07-12,0,84
12346,36,Completed,0.34,E,Other,Full-time,0.0,10000.0,1.0,5000,2010-07-30,0,105
12355,36,Completed,0.2346,D,Debt Consolidation,Employed,0.0,2916.666667,1.0,4000,2013-05-22,0,50
12360,36,Completed,0.1029,A,Auto,Employed,0.0,8333.333333,1.0,3100,2011-08-16,0,50
12361,36,Defaulted,0.2499,D,Debt Consolidation,Employed,0.0,3467.5,0.0,5000,2012-07-13,0,9
12363,36,Completed,0.3199,E,Other,Employed,7.0,5666.666667,0.0,2500,2011-03-02,0,58
12368,60,Defaulted,0.2468,C,Debt Consolidation,Employed,0.0,4166.666667,0.0,11000,2012-01-13,0,236
12369,60,Defaulted,0.2199,C,Home Improvement,Full-time,0.0,6083.333333,1.0,15000,2011-08-30,0,207
12371,60,Defaulted,0.261,D,Business,Employed,0.0,5416.666667,2.0,14000,2012-06-29,0,144
12376,60,Completed,0.1519,B,Debt Consolidation,Employed,0.0,9000.0,0.0,20000,2013-06-21,0,1
12377,36,Completed,0.3199,E,Debt Consolidation,Employed,10.0,5000.0,0.0,5000,2011-06-30,0,10
12378,36,Completed,0.322,E,Auto,Employed,9.0,9166.666667,0.0,5500,2011-01-05,0,120
12382,36,Completed,0.12,AA,Business,Full-time,0.0,7708.333333,0.0,25000,2009-12-03,0,736
12390,36,Completed,0.2561,D,Other,Employed,12.0,3670.333333,0.0,5500,2011-11-29,0,6
12397,36,Defaulted,0.3177,HR,Other,Employed,0.0,1800.0,0.0,4000,2012-10-05,0,22
12402,36,Completed,0.2699,E,Debt Consolidation,Employed,0.0,6125.0,0.0,3000,2013-09-24,0,14
12406,36,Defaulted,0.255,D,Debt Consolidation,Full-time,0.0,3500.0,2.0,10000,2010-02-09,0,207
12418,36,Completed,0.199,C,Debt Consolidation,Full-time,2.0,4166.666667,1.0,3000,2010-07-15,0,94
12419,36,Completed,0.3435,E,Debt Consolidation,Employed,0.0,4250.0,0.0,3250,2010-08-31,0,98
12425,36,Completed,0.0845,AA,Other,Full-time,0.0,4166.666667,0.0,12000,2010-01-29,0,400
12428,36,Completed,0.3177,HR,Other,Employed,1.0,8333.333333,0.0,3000,2012-05-25,0,28
12431,36,Defaulted,0.3428,E,Other,Full-time,3.0,3166.666667,0.0,1000,2010-06-29,0,21
12435,36,Completed,0.1599,B,Debt Consolidation,Self-employed,0.0,2500.0,1.0,12000,2012-08-08,0,174
12438,12,Completed,0.1576,C,Debt Consolidation,Employed,0.0,7083.333333,0.0,15000,2012-06-20,0,260
12440,36,Completed,0.102,A,Debt Consolidation,Full-time,0.0,7083.333333,0.0,10000,2010-03-18,0,342
12448,12,Completed,0.0735,A,Other,Full-time,0.0,5750.0,2.0,2000,2012-12-27,0,23
12452,36,Completed,0.3177,HR,Debt Consolidation,Other,22.0,3750.0,0.0,4000,2012-05-22,0,9
12453,36,Completed,0.1999,C,Home Improvement,Employed,7.0,6625.0,0.0,10000,2011-01-31,0,180
12463,36,Completed,0.18,C,Other,Employed,0.0,4166.666667,1.0,4200,2013-09-30,0,1
12467,36,Completed,0.095,A,Other,Full-time,0.0,8645.0,0.0,1200,2009-10-06,0,73
12469,60,Completed,0.2151,B,Debt Consolidation,Employed,1.0,4350.0,0.0,9500,2011-12-21,0,154
12477,36,Defaulted,0.2859,E,Home Improvement,Employed,2.0,5416.666667,0.0,4000,2013-01-31,0,68
12480,36,Completed,0.2599,D,Auto,Other,0.0,2083.333333,0.0,7000,2011-11-21,0,73
12481,36,Completed,0.139,A,Other,Employed,2.0,6166.666667,0.0,20000,2011-10-17,0,420
12485,36,Defaulted,0.2449,D,Business,Not employed,0.0,0.0,0.0,8000,2012-09-13,0,33
12489,36,Completed,0.1664,B,Other,Employed,3.0,4166.666667,0.0,5000,2011-12-07,0,8
12491,36,Defaulted,0.2599,D,Debt Consolidation,Self-employed,0.0,3750.0,0.0,6000,2011-03-16,0,100
12496,60,Completed,0.287,D,Debt Consolidation,Employed,0.0,3986.666667,0.0,6000,2012-05-23,0,118
12499,36,Completed,0.295,D,Home Improvement,Employed,0.0,7500.0,0.0,7500,2011-01-07,0,100
12501,36,Completed,0.114,A,Debt Consolidation,Full-time,0.0,6250.0,0.0,7900,2009-10-27,0,318
12513,36,Defaulted,0.1449,B,Debt Consolidation,Employed,0.0,8333.333333,1.0,12731,2012-02-21,0,246
12515,36,Defaulted,0.35,HR,Debt Consolidation,Full-time,4.0,4166.666667,0.0,3000,2010-01-26,0,129
